Ref,Project Name,Project Type,Announcement Date,FID Date,Operation Date,Decommission Date,Project Status,Project Phase,Announced capacity (low) (Mt CO2/yr),Announced capacity (high) (Mt CO2/yr),Sector,Fate of Carbon,Part of CCUS Hub
CCUS_334,LafargeHolcim Hover cement works Hannover phase 2,Capture,2021-01-01,,2024-01-01,,Planned,1.0,0.194,0.184,Cement,Unknown/unspecified,
CCUS_335,LafargeHolcim Hover cement works Hannover phase 3,Capture,2021-01-01,,2028-01-01,,Planned,2.0,0.8,0.8,Cement,Unknown/unspecified,
CCUS_336,LafargeHolcim Ste Genevieve plant (MO),Capture,2021-01-01,,,,Planned,,2.9,2.9,Cement,Dedicated storage,
CCUS_337,Lake Charles Methanol (LA),Capture,2009-01-01,2023-01-01,2025-01-01,,Planned,,4.0,4.2,Other industry,Use and storage,
CCUS_338,Lapis Energy El Dorado (AR),Full Chain,2022-01-01,,2025-01-01,,Planned,,0.45,0.45,Hydrogen/ammonia,Dedicated storage,
CCUS_339,Large-Scale and Wide-Area Carbon Capture and Storage,Transport & Storage,2023-01-01,,2030-01-01,,Planned,,,,CO2 transport & storage,Dedicated storage,Large-Scale and Wide-Area Carbon Capture and Storage
CCUS_340,LG&E Cane Run NGCC CR7 (KY),Capture,2022-01-01,,,,Planned,,1.7,1.7,Power and heat,Unknown/unspecified,
CCUS_341,Lincolnway Energy Nevada biorefinery (IA),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.22,0.257,Biofuels,Dedicated storage,Midwest carbon express
CCUS_342,Linde hydrogen plant for OCI fertilizer blue ammonia Beaumont (TX),Capture,2022-01-01,2023-01-01,2025-01-01,,Under construction,,1.7,1.7,Hydrogen/ammonia,Dedicated storage,
CCUS_343,Linde-BASF capture SMR plant Covent (LA),Capture,2020-01-01,,,,Planned,,1.36145,1.36145,Hydrogen/ammonia,Unknown/unspecified,
CCUS_344,Linde-bp Texas CCS H2 (TX)-Transport and storage,Transport & Storage,2022-01-01,,,,Planned,,15.0,15.0,CO2 transport & storage,Dedicated storage,Linde-bp Texas CCS H2 (TX)-Transport and storage
CCUS_345,LIPOR Maia Energy Recovery Plant PtL facility,CCU,2022-01-01,,,,Planned,,0.1,0.1,Power and heat,Use,
CCUS_346,Little Sioux Corn Processors Marcus biorefinery (IA),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.39,0.458,Biofuels,Dedicated storage,Midwest carbon express
CCUS_347,Liverpool Bay CO2 storage phase 1,Transport & Storage,2020-01-01,,2025-01-01,,Planned,1.0,4.5,4.5,CO2 transport & storage,Dedicated storage,Liverpool Bay CO2 storage
CCUS_348,Liverpool Bay CO2 storage phase 2,Transport & Storage,2020-01-01,,2030-01-01,,Planned,2.0,5.5,5.5,CO2 transport & storage,Dedicated storage,Liverpool Bay CO2 storage
CCUS_349,Lone Cypress Hydrogen project (CA),Full Chain,2022-01-01,2023-01-01,2025-01-01,,Planned,,0.1,0.1,Hydrogen/ammonia,Dedicated storage,Elk Hills field
CCUS_350,Longford gas plant,Capture,2022-01-01,,2025-01-01,,Planned,,2.0,2.0,Natural gas processing,Dedicated storage,SEA CCS
CCUS_351,Lost Cabin Gas Plant (WY),Full Chain,2010-01-01,2011-01-01,2013-01-01,,Operational,,0.9,0.9,Natural gas processing,Enhanced oil recovery,
CCUS_352,Louis Dreyfus Grand Junction biorefinery (IA),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.29,0.343,Biofuels,Dedicated storage,Midwest carbon express
CCUS_353,Louis Dreyfus Norfolk biorefinery (IA),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.13,0.152,Biofuels,Dedicated storage,Midwest carbon express
CCUS_354,Louisiana Green Fuels Project  (LA),Full Chain,2021-01-01,2023-01-01,2027-01-01,,Planned,,,,Biofuels,Dedicated storage,
CCUS_355,Lyse Forus Energigjenvinning Stavanger ,Capture,2021-01-01,,2024-01-01,,Planned,,0.1,0.1,Power and heat,Dedicated storage,
CCUS_356,Marquis Industrial Complex (IL),Full Chain,2022-01-01,,,,Planned,,,,Biofuels,Dedicated storage,
CCUS_357,Marubeni Pertamina pulp mill BECCS project,Capture,2022-01-01,,,,Planned,,,,Other industry,Dedicated storage,
CCUS_358,Maskwa Project (ALB),Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Maskwa Project (ALB)
CCUS_359,Meadowbrook storage hub (ALB),Storage,2022-01-01,,2025-01-01,,Planned,,3.0,3.0,CO2 storage,Dedicated storage,Meadowbrook storage hub (ALB)
CCUS_360,Medway CCGT power station,Capture,2022-01-01,,,,Planned,,,,Power and heat,Dedicated storage,Medway Hub CCS
CCUS_361,Medway CCS Hub,Transport & Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Medway Hub CCS
CCUS_362,Mendota BECCS power project (Clean Energy Systems Carbon Negative Energy Plant - Central Valley) (CA),Full Chain,2021-01-01,2023-01-01,2025-01-01,,Planned,,0.3,0.3,Power and heat,Dedicated storage,
CCUS_363,MEPAU Mid West CCUS hub,Full Chain,2021-01-01,,2028-01-01,,Planned,,,,Hydrogen/ammonia,Dedicated storage,Mid West CCUS hub
CCUS_364,Merritt Electrofuels Project DAC (BC),CCU,2021-01-01,2023-01-01,2026-01-01,,Planned,,0.25,0.25,Direct Air Capture,Use,
CCUS_365,Mid West Clean Energy Project,Full Chain,2021-01-01,,2025-01-01,,Planned,,,,Hydrogen/ammonia,Dedicated storage,
CCUS_366,Midwest AgEnergy Blue Flint ethanol (ND),Full Chain,2020-01-01,,2023-01-01,,Planned,,0.2,0.2,Biofuels,Dedicated storage,
CCUS_367,"Midwest Carbon Express (NE, SD, ND, MI, IA)",Transport & Storage,2021-01-01,2023-01-01,2024-01-01,,Planned,,12.0,12.0,CO2 transport & storage,Dedicated storage,Midwest carbon express
CCUS_368,Mikawa Power Plant BECCS Fukuoka Prefecture,Capture,2016-01-01,2017-01-01,2020-01-01,,Operational,,0.18,0.18,Power and heat,Unknown/unspecified,
CCUS_369,Mineral carbonation international Carbon Plant demonstrator,CCU,2021-01-01,,2023-01-01,,Under construction,,0.3,0.3,Other industry,Use,
CCUS_370,Minnkota-Summit Carbon Solutions storage (ND),Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,
CCUS_371,Mitchell CarbonSAFE (IL),Storage,2023-01-01,,,,Planned,,1.666666667,1.666666667,CO2 storage,Dedicated storage,Mitchell CarbonSAFE (IL)
CCUS_372,MOL Szank field CO2 EOR,Full Chain,,,1992-01-01,,Operational,,0.16,0.16,Natural gas processing,Enhanced oil recovery,
CCUS_373,Moomba Carbon Capture and Storage,Full Chain,2019-01-01,2021-01-01,2024-01-01,,Under construction,1.0,1.7,1.7,Natural gas processing,Dedicated storage,Moomba storage hub
CCUS_374,Mote biomass-to-hydrogen plant (CA),Capture,2021-01-01,,2025-01-01,,Planned,,0.14,0.14,Hydrogen/ammonia,Use and storage,
CCUS_375,MoU ADNOC ENEOS Mitsui Ruwais Industrial Area (2  phases?),Capture,2022-01-01,,,,Planned,,,,Other industry,Unknown/unspecified,
CCUS_376,Muara Enim Downstream Coal to Dimethyl Ether (DME) Project,Capture,2021-01-01,,2024-01-01,,Planned,,,,Other fuel transformation,Enhanced oil recovery,
CCUS_377,Multi-user Burrup CCUS hub and network (Karratha CCS Project),Transport & Storage,2022-01-01,,,,Planned,,,,CO2 transport & storage,Dedicated storage,Burrup CCUS hub
CCUS_378,Mustang Station Carbon Capture (TX),Full Chain,2019-01-01,,2025-01-01,,Planned,,1.5,1.5,Power and heat,Enhanced oil recovery,
CCUS_379,Nanhai petrochemical plant-Capture for Daya bay CCS,Capture,2022-01-01,,,,Planned,,,,Other industry,Dedicated storage,Daya bay CCS Hub
CCUS_380,Nauticol and Enhance Energy blue methanol project (ALB),Capture,2021-01-01,,2025-01-01,,Planned,,1.0,0.9,Other industry,Enhanced oil recovery,Alberta Carbon Trunk Line (ACTL)
CCUS_381,Neptune Energy L10 Area CCS development phase 1,Transport & Storage,2020-01-01,,,,Planned,1.0,5.0,5.0,CO2 transport & storage,Dedicated storage,Neptune Energy L10
CCUS_382,Neptune Energy L10 Area CCS development phase 2,Transport & Storage,2020-01-01,,,,Planned,2.0,3.0,3.0,CO2 transport & storage,Dedicated storage,Neptune Energy L10
CCUS_383,Net Power Odessa gas plant (TX),Full Chain,2022-01-01,,2026-01-01,,Planned,,,,Power and heat,Dedicated storage,Oxy CO2 sequestration hub (TX)
CCUS_384,Net Zero Teesside Power,Capture,2018-01-01,2023-01-01,2026-01-01,,Planned,,2.0,2.0,Power and heat,Dedicated storage,Northern Endurance Partnership
CCUS_385,NextDecade Rio Grande LNG (TX),Full Chain,2021-01-01,2023-01-01,2025-01-01,,Planned,,5.0,5.0,Natural gas processing,Unknown/unspecified,Houston CCS Hub
CCUS_386,Niigata East Port CCUS Hub & Cluster,Transport & Storage,2022-01-01,,2030-01-01,,Planned,,,,CO2 transport & storage,Dedicated storage,Niigata East Port CCUS Hub & Cluster
CCUS_387,Norcem Brevik,Capture,2016-01-01,2020-01-01,2024-01-01,,Under construction,,0.4,0.4,Cement,Dedicated storage,Northern Lights
CCUS_388,Norske Skog Saugbrugs (Borg CO2),Capture,2019-01-01,,,,Planned,,0.27,0.27,Other industry,Dedicated storage,Northern Lights
CCUS_389,North Drumheller Hub (ALB),Storage,2022-01-01,,,,Planned,,3.0,3.0,CO2 storage,Dedicated storage,North Drumheller Hub (ALB)
CCUS_390,North East Alliance blue ammonia Yakutia Phase 1,Full Chain,2021-01-01,,2026-01-01,,Planned,1.0,,,Hydrogen/ammonia,Enhanced oil recovery,
CCUS_391,North East Alliance blue ammonia Yakutia Phase 2,Full Chain,2021-01-01,,2030-01-01,,Planned,2.0,,,Hydrogen/ammonia,Enhanced oil recovery,
CCUS_392,Northeast Scotland DAC,Capture,2021-01-01,,2026-01-01,,Planned,,0.5,1.0,Direct Air Capture,Dedicated storage,Acorn CCS
CCUS_393,Northern America Edmonton Cement (ALB),Capture,2019-01-01,,2026-01-01,,Planned,,0.6,0.78,Cement,Dedicated storage, Open Access Wabamun Carbon Hub
CCUS_394,Northern Endurance Partnership,Transport & Storage,2020-01-01,,,,Planned,,4.0,4.0,CO2 transport & storage,Dedicated storage,Northern Endurance Partnership
CCUS_395,Northern Lights Phase 1,Transport & Storage,2017-01-01,2020-01-01,2024-01-01,,Under construction,1.0,1.5,1.5,CO2 transport & storage,Dedicated storage,Northern Lights
CCUS_396,Northern Lights Phase 2,Transport & Storage,2017-01-01,,2026-01-01,,Planned,2.0,3.7,3.7,CO2 transport & storage,Dedicated storage,Northern Lights
CCUS_397,Northern Plains Nitrogen Blue ammonia (ND),Capture,2013-01-01,2023-01-01,,,Planned,,0.5,0.5,Other industry,Dedicated storage,Midwest carbon express
CCUS_398,Novatek Obskiy Gas Chemical Complex Blue ammonia,Full Chain,2021-01-01,,2027-01-01,,Planned,,,,Hydrogen/ammonia,Dedicated storage,
CCUS_399,NWR CO2 Recovery Unit (Sturgeon Refinery) (ACTL) (ALB),Capture,2011-01-01,2014-01-01,2020-01-01,,Operational,,1.3,1.3,Other fuel transformation,Enhanced oil recovery,Alberta Carbon Trunk Line (ACTL)
CCUS_400,OCI Fertilizer plant phase 1,Capture,2021-01-01,2022-01-01,2025-01-01,,Under construction,1.0,0.45,0.45,Other industry,Dedicated storage,Heartland Greenway
CCUS_401,OCI Fertilizer plant phase 2,Capture,2021-01-01,,,,Planned,2.0,0.25,0.25,Other industry,Dedicated storage,Heartland Greenway
CCUS_402,Oil Sands CCUS Pathways to Net Zero (ALB) (14 facilities),Capture,2022-01-01,,2030-01-01,,Planned,,10.0,12.0,Other fuel transformation,Unknown/unspecified,Oil Sands CCUS Pathways to Net Zero
CCUS_403,Oil Sands CCUS Pathways to Net Zero (ALB) (T&S),Transport & Storage,2022-01-01,,2030-01-01,,Planned,,10.0,12.0,CO2 transport & storage,Unknown/unspecified,Oil Sands CCUS Pathways to Net Zero
CCUS_404,Omifco ammonia capture,Capture,2023-01-01,,,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
CCUS_405,One Earth Energy ethanol CCS (IL),Full Chain,2020-01-01,,,,Planned,,0.45,1.7,Biofuels,Dedicated storage,Illinois Storage Corridor
CCUS_406,Opal Carbon Hub (ALB),Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Opal Carbon Hub (ALB)
CCUS_407,Open Access Wabamun Carbon Hub (ALB),Storage,2022-01-01,,,,Planned,,4.0,4.0,CO2 transport & storage,Dedicated storage,Open Access Wabamun Carbon Hub
CCUS_408,Origins Project (ALB),Storage,2022-01-01,,2024-01-01,,Planned,,20.0,20.0,CO2 storage,Dedicated storage,Origins Project
CCUS_409,Oslo Waste to Energy Capture Klemetsrud,Capture,2016-01-01,2022-01-01,2025-01-01,,Under construction,,0.4,0.4,Power and heat,Dedicated storage,Northern Lights
CCUS_410,Oxy BlueBonnet CO2 sequestration hub (TX),Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Oxy CO2 sequestration hub (TX)
CCUS_411,Oxy CE DAC 100 plants announcement (- 30 in Texas) expansion 2030,Full Chain,2022-01-01,,2030-01-01,,Planned,1.0,,,Direct Air Capture,Dedicated storage,
CCUS_412,Oxy CE DAC 100 plants announcement (- 30 in Texas) expansion 2035,Full Chain,2022-01-01,,2035-01-01,,Planned,2.0,,,Direct Air Capture,Dedicated storage,
CCUS_413,Oxy CE Kleberg County DAC plants (TX),Capture,2022-01-01,,2025-01-01,,Planned,1.0,1.0,1.0,Direct Air Capture,Dedicated storage,Oxy CO2 sequestration hub (TX)
CCUS_414,Oxy CE Kleberg County DAC plants (TX) expansion 2030 (15 plants),Capture,2022-01-01,,2030-01-01,,Planned,2.0,,,Direct Air Capture,Dedicated storage,Oxy CO2 sequestration hub (TX)
CCUS_415,Oxy CE Kleberg County DAC plants (TX) expansion 2035 (15 plants),Capture,2022-01-01,,2035-01-01,,Planned,3.0,,,Direct Air Capture,Dedicated storage,Oxy CO2 sequestration hub (TX)
CCUS_416,Papua LNG CCS,Full Chain,2018-01-01,2023-01-01,2027-01-01,,Planned,,1.0,1.0,Natural gas processing,Dedicated storage,
CCUS_417,PCS Nitrogen Geismar Ammonia plant (LA),Full Chain,2022-01-01,2023-01-01,2027-01-01,,Planned,,1.2,1.8,Hydrogen/ammonia,Dedicated storage,
CCUS_418,PCS Nitrogen-Geismar plant (LA),Full Chain,2011-01-01,2011-01-01,2013-01-01,,Operational,,0.2,0.3,Other industry,Enhanced oil recovery,
CCUS_419,Pecos County Ultra Clean Fuels Refining (TX),Capture,2021-01-01,,,,Planned,,,,Other fuel transformation,Enhanced oil recovery,
CCUS_420,Pembroke Net Zero Centre (PNZC),Capture,2022-01-01,2023-01-01,2040-01-01,,Planned,,,,Power and heat,Dedicated storage,
CCUS_421,Peterhead Carbon Capture Power Station,Capture,2021-01-01,2023-01-01,2030-01-01,,Planned,,1.5,1.5,Power and heat,Dedicated storage,Acorn CCS
CCUS_422,Petra Nova Carbon Capture (TX),Full Chain,2009-01-01,2014-01-01,2016-01-01,2020-01-01,Suspended,,1.4,1.4,Power and heat,Enhanced oil recovery,
CCUS_423,Petrobras Santos Basin pre-salt oilfield CCS,Full Chain,2011-01-01,,2013-01-01,,Operational,,3.0,8.7,Natural gas processing,Enhanced oil recovery,
CCUS_424,Petronas Kasawari gas field CCS project (Kasawari Phase 2 project),Full Chain,2020-01-01,2022-01-01,2025-01-01,,Under construction,,3.3,3.3,Natural gas processing,Dedicated storage,
CCUS_425,Phillips 66 Humber refinery,Capture,2021-01-01,,2028-01-01,,Planned,,4.0,4.0,Other fuel transformation,Dedicated storage,Viking CCS
CCUS_426,Pieridae Caroline Carbon Capture Power Complex Phase 1 (ALB),Full Chain,2021-01-01,,,,Planned,1.0,1.0,1.0,Power and heat,Dedicated storage,
CCUS_427,Pieridae Caroline Carbon Capture Power Complex Phase 2 (ALB),Full Chain,2021-01-01,,,,Planned,2.0,2.0,2.0,Power and heat,Dedicated storage,
CCUS_428,Pincher Creek Carbon Sequestration Hub (ALB),Storage,2022-01-01,,,,Planned,,2.7,2.7,CO2 storage,Dedicated storage,Pincher Creek Carbon Sequestration Hub (ALB)
CCUS_429,Pine Lake Corn Processors Steamboat Rock biorefinery (IA),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.19,0.229,Biofuels,Dedicated storage,Midwest carbon express
CCUS_430,Plant Daniel Carbon Capture (MS) ,Capture,2019-01-01,,2025-01-01,,Planned,,1.8,1.8,Power and heat,Dedicated storage,ECO2S
CCUS_431,Plymouth Energy Merrill biorefinery (IA),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.13,0.157,Biofuels,Dedicated storage,Midwest carbon express
CCUS_432,"POET 18 bioprocessing plants (IA, NE, SD)",Capture,2021-01-01,,2025-01-01,,Planned,,5.0,5.0,Biofuels,Dedicated storage,Heartland Greenway
CCUS_433,Polaris CCS capture (ALB),Capture,2021-01-01,2023-01-01,2025-01-01,,Planned,1.0,0.75,0.75,Other fuel transformation,Dedicated storage,Atlas Carbon Sequestration Hub
CCUS_434,Polaris offshore storage facility,Storage,2021-01-01,2023-01-01,,,Planned,,,,CO2 storage,Dedicated storage,Polaris offshore storage facility
CCUS_435,Port of Aalborg terminal and pipeline to Fyrkat,Transport,2022-01-01,,2026-01-01,,Planned,,4.0,4.0,CO2 transport,,NORNE
CCUS_436,Port of Kalundborg terminal and pipeline to Trelleborg phase 1,Transport,2022-01-01,,2026-01-01,,Planned,1.0,4.0,4.0,CO2 transport,,NORNE
CCUS_437,Port of Kalundborg terminal and pipeline to Trelleborg phase 2,Transport,2022-01-01,,2030-01-01,,Planned,2.0,8.0,8.0,CO2 transport,,NORNE
CCUS_438,Porthos phase 1,Transport & Storage,2018-01-01,2023-01-01,2025-01-01,,Planned,1.0,2.5,2.5,CO2 transport & storage,Dedicated storage,Porthos
CCUS_439,Porthos phase 2,Transport & Storage,2018-01-01,,,,Planned,2.0,2.5,2.5,CO2 transport & storage,Dedicated storage,Porthos
CCUS_440,Prairie State Generating Station Carbon Capture (IL),Full Chain,2019-01-01,,2025-01-01,,Planned,,5.0,7.2,Power and heat,Dedicated storage,Illinois Storage Corridor
CCUS_441,Prax Lindsey Oil Refinery Phase 1,Capture,2021-01-01,,2027-01-01,,Planned,1.0,0.55,0.55,Other fuel transformation,Dedicated storage,Viking CCS
CCUS_442,Prax Lindsey Oil Refinery Phase 2,Capture,2021-01-01,,2029-01-01,,Planned,2.0,0.55,0.55,Other fuel transformation,Dedicated storage,Viking CCS
CCUS_443,Preem CCS at Lysekil refinery,Capture,2018-01-01,,2025-01-01,,Planned,,0.6,0.6,Other fuel transformation,Dedicated storage,Northern Lights
CCUS_444,Prinos CCS phase 1,Transport & Storage,2021-01-01,,2027-01-01,,Planned,2.0,2.0,2.0,CO2 transport & storage,Dedicated storage,Prinos CO2 storage
CCUS_445,Prinos CCS phase 1,Transport & Storage,2021-01-01,,2025-01-01,,Planned,1.0,1.0,1.0,CO2 transport & storage,Dedicated storage,Prinos CO2 storage
CCUS_446,Prinos sigma plant,Capture,2022-01-01,,2025-01-01,,Planned,,1.0,1.0,Natural gas processing,Dedicated storage,Prinos CO2 storage
CCUS_447,Project Air,CCU,2020-01-01,,2025-01-01,,Planned,,0.5,0.5,Biofuels,Use,
CCUS_448,Project Bifrost Phase 1,Transport & Storage,2021-01-01,,2030-01-01,,Planned,1.0,2.0,3.0,CO2 transport & storage,Dedicated storage,Project Bifrost
CCUS_449,Project Bifrost Phase 2,Transport & Storage,2021-01-01,,2032-01-01,,Planned,2.0,10.0,10.0,CO2 transport & storage,Dedicated storage,Project Bifrost
CCUS_450,Project Bison (WY) Phase 1,Full Chain,2022-01-01,,2024-01-01,,Planned,1.0,0.01,0.01,Direct Air Capture,Dedicated storage,
CCUS_451,Project Bison (WY) Phase 2,Full Chain,2022-01-01,,2026-01-01,,Planned,2.0,0.2,0.2,Direct Air Capture,Dedicated storage,
CCUS_452,Project Bison (WY) Phase 3,Full Chain,2022-01-01,,2028-01-01,,Planned,3.0,0.8,0.8,Direct Air Capture,Dedicated storage,
CCUS_453,Project Bison (WY) Phase 4,Full Chain,2022-01-01,,2028-01-01,,Planned,4.0,4.0,4.0,Direct Air Capture,Dedicated storage,
CCUS_454,Project Cavendish Phase 1,Capture,2021-01-01,2023-01-01,2026-01-01,,Planned,1.0,1.2,1.2,Hydrogen/ammonia,Dedicated storage,Acorn CCS
CCUS_455,Project Cavendish Phase 2,Capture,2021-01-01,2023-01-01,2026-01-01,,Planned,2.0,1.8,1.8,Hydrogen/ammonia,Dedicated storage,Acorn CCS
CCUS_456,Project Clear Horizon (ALB),Full Chain,2022-01-01,,,,Planned,,,,Power and heat,Unknown/unspecified,Project Clear Horizon (ALB)
CCUS_457,Project ECO2S: Early CO2 Storage Complex in Kemper County (MS),Transport & Storage,2017-01-01,,,,Planned,,3.0,3.0,CO2 storage,Dedicated storage,Project ECO2S: Early CO2 Storage Complex in Kemper County (MS)
CCUS_458,Project Greensand phase 1,Transport & Storage,2020-01-01,2024-01-01,2025-01-01,,Planned,1.0,1.5,1.5,CO2 transport & storage,Dedicated storage,Project Greensand
CCUS_459,Project Greensand phase 2,Transport & Storage,2020-01-01,,2030-01-01,,Planned,2.0,6.5,6.5,CO2 transport & storage,Dedicated storage,Project Greensand
CCUS_460,Project Hajar,CCU,2022-01-01,,2024-01-01,,Planned,,0.001,0.001,Direct Air Capture,Use,
CCUS_461,Project Interseqt - Hereford Ethanol Plant (TX),Full Chain,2018-01-01,,2023-01-01,,Planned,,0.35,0.35,Biofuels,Enhanced oil recovery,
CCUS_462,Project Interseqt - Plainview Ethanol Plant (TX),Full Chain,2018-01-01,,2023-01-01,,Planned,,0.35,0.35,Biofuels,Enhanced oil recovery,
CCUS_463,Project Lochridge (LA),Storage,2023-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Project Lochridge (LA)
CCUS_464,Project OASIS Shelby County (AL),Storage,2023-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Project OASIS Shelby County (AL)
CCUS_465,Project Phoenix ammonia (WY),Full Chain,2022-01-01,,,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
CCUS_466,Project Pouakai Hydrogen Production with CCS,Full Chain,2018-01-01,,2024-01-01,,Planned,,1.0,1.0,Hydrogen/ammonia,Unknown/unspecified,
CCUS_467,Project Tundra at Milton R Young Station (ND),Full Chain,2018-01-01,2023-01-01,2026-01-01,,Planned,,3.1,3.6,Power and heat,Dedicated storage,Minnkota-Summit Carbon solutions storage (ND)
CCUS_468,Projects Trelleborg and Fyrkat (2 storage sites) phase 1,Storage,2022-01-01,,2026-01-01,,Planned,1.0,2.3,2.6,CO2 storage,Dedicated storage,NORNE
CCUS_469,Projects Trelleborg and Fyrkat (2 storage sites) phase 2,Storage,2022-01-01,,2030-01-01,,Planned,2.0,16.4,16.4,CO2 storage,Dedicated storage,NORNE
CCUS_470,Protos CO2 network phase 1,Transport,2022-01-01,,,,Planned,1.0,0.8,0.8,CO2 transport,,Liverpool Bay CO2 storage
CCUS_471,Protos CO2 network phase 2,Transport,2022-01-01,,,,Planned,2.0,0.4,0.4,CO2 transport,,Liverpool Bay CO2 storage
CCUS_472,"PT Panca Amara Utama (PAU) Banggai ammonia plant, Luwuk Central Sulawesi",Full Chain,2021-01-01,,2028-01-01,,Planned,,,,Hydrogen/ammonia,Unknown/unspecified,
CCUS_473,PYCASSO hub phase 1 - eastern and western pipeline,Transport & Storage,2021-01-01,2025-01-01,2030-01-01,,Planned,1.0,2.5,2.5,CO2 transport & storage,Dedicated storage,PYCASSO hub
CCUS_474,PYCASSO hub phase 2 - northern and cross-border pipeline,Transport & Storage,2021-01-01,2025-01-01,2035-01-01,,Planned,2.0,3.4,3.4,CO2 transport & storage,Dedicated storage,PYCASSO hub
CCUS_475,Qatar LNG,Full Chain,2019-01-01,,2019-01-01,,Operational,,2.1,2.1,Natural gas processing,Dedicated storage,
CCUS_476,Qatar North Field East Project CCS,Full Chain,2018-01-01,2021-01-01,2025-01-01,,Under construction,,2.9,2.9,Natural gas processing,Dedicated storage,
CCUS_477,Quad County Corn Processors Galva biorefinery (IA),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.09,0.109,Biofuels,Dedicated storage,Midwest carbon express
CCUS_478,Quest (ALB),Full Chain,2009-01-01,2012-01-01,2015-01-01,,Operational,,1.0,1.2,Other fuel transformation,Dedicated storage,
CCUS_479,Ram River Carbon Sequestration Hub (ALB),Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Ram River Carbon Sequestration Hub (ALB)
CCUS_480,Ravenna Hub phase 1,Transport & Storage,2020-01-01,2023-01-01,2023-01-01,,Planned,1.0,0.025,0.025,CO2 transport & storage,Dedicated storage,Ravenna Hub
CCUS_481,Ravenna Hub phase 2,Transport & Storage,2020-01-01,2023-01-01,2027-01-01,,Planned,2.0,3.975,3.975,CO2 transport & storage,Dedicated storage,Ravenna Hub
CCUS_482,Red Trail Energy BECCS Project (ND),Full Chain,2016-01-01,,2022-01-01,,Operational,,0.18,0.18,Biofuels,Dedicated storage,
CCUS_483,Redcar Energy Centre EfW,Capture,2021-01-01,2023-01-01,2025-01-01,,Planned,,0.4,0.4,Power and heat,Dedicated storage,Northern Endurance Partnership
CCUS_484,Redfield Energy biorefinery (ND),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.15,0.172,Biofuels,Dedicated storage,Midwest carbon express
CCUS_485,Removr large-scale plant,Capture,2022-01-01,,2025-01-01,,Planned,,0.002,0.002,Direct Air Capture,,
CCUS_486,Repsol Sakakemang Block carbon capture,Full Chain,2021-01-01,2023-01-01,2027-01-01,,Planned,,1.5,2.0,Natural gas processing,Dedicated storage,
CCUS_487,Ringneck Energy & Feed Onida biorefinery (SD),Capture,2021-01-01,2023-01-01,2024-01-01,,Planned,,0.19,0.229,Biofuels,Dedicated storage,Midwest carbon express
CCUS_488,Rockpoint and Inter Pipeline Carbon Sequestration Hub,Transport & Storage,2022-01-01,,,,Planned,,6.0,6.0,CO2 transport & storage,Dedicated storage,Rockpoint and Inter Pipeline Carbon Sequestration Hub
CCUS_489,Rocky Mountain Carbon (ALB),Capture,2023-01-01,2025-01-01,2027-01-01,,Planned,,1.0,1.3,Other industry,Dedicated storage,"Rocky Mountain Carbon Vault (ALB), ADM"
CCUS_490,Rocky Mountain Carbon Vault (ALB),Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Rocky Mountain Carbon Vault (ALB)
CCUS_491,Rohm chemical plant (x2),CCU,2023-01-01,,,,Planned,,0.5,0.5,Other industry,Use,
CCUS_492,Rolling Hills Carbon Sequestration Hub (ALB),Storage,2022-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Rolling Hills Carbon Sequestration Hub (ALB)
CCUS_493,Roughrider Carbon Storage Hub (ND),Storage,2023-01-01,,,,Planned,,,,CO2 storage,Dedicated storage,Roughrider Carbon Storage Hub (ND)
CCUS_494,Runcorn CCS project,Capture,2021-01-01,2023-01-01,2026-01-01,,Planned,,0.95,0.95,Power and heat,Dedicated storage,Liverpool Bay CO2 storage
CCUS_495,RWE Amer power plant,Capture,2022-01-01,,2032-01-01,,Planned,,5.5,7.0,Power and heat,Dedicated storage,Noorkaap
CCUS_496,RWE CCGT Staythorpe (+ another new build?),Capture,2022-01-01,,,,Planned,,,,Power and heat,Dedicated storage,Viking CCS
CCUS_497,RWE Eemshaven power plant,Capture,2022-01-01,,2030-01-01,,Planned,,5.5,7.0,Power and heat,Dedicated storage,Noorkaap
